"corpus,""preloaded/pttenten20_fl5"""
"subcorpus,""-"""
"concordance size,""32"""
"query,""Query:[tag=""""V.*""""][lemma=""""para""""][lemma=""""nós|tu|vós|vocês|eles|elas""""][tag=""""V.N.*""""] within <doc (genre=""""news"""") & (tld=""""pt"""") />"""
"Reference,""Left"",""KWIC"",""Right"""
"rtp.pt,"". </s><s> Espero que se agora houver uma reversão da privatização (...), se tivermos que ficar com a TAP, com todo o ónus que"",""é para nós ficar"",""com a TAP, ao menos que sirva o país todo, ou então não vale a pena, mais vale dizer que [a transportadora aérea nacional] é"""
"destak.pt,""sei bem se ainda é, tal a quantidade de terroristas que lá estavam na ultima vez que o atravessei, mais os abexins que aqui"",""desembarcam para nós alimentarmos"","". </s><s> Se não fosse um papagaio televisivo, estava calado, mas não pode ver microfone, tem que bolçar. </s><s> Que necessidade houve"""
"sapo.pt,""substancial. </s><s> """"Nas últimas duas, três semanas, houve bastantes pedidos para fazer os certificados energéticos. </s><s> É"",""complicado para nós dar"",""resposta a todos os pedidos solicitados"""", refere Marta Escoval, perita qualificada de certificação energética. </s><s> Os"""
"sapo.pt,""deviam aprovar os valores e as circunstâncias dos benefícios no seu território em função do ciclo económico"""". </s><s> """"Isto"",""é para nós termos"",""os recursos para podermos dar os benefícios quando precisamos de incentivar uma determinada política e para podermos"""
"sapo.pt,""lhes permita usar créditos que não conseguem pagar. </s><s> Não é nada diferença do que a Alemanha e a França nos estão a fazer..."",""paguem para nós termos"",""lucros sem fazer nada. </s><s> Basta olhar para as contas da França, se se retirarem os 73000_milhões de euros obtidos em"""
"sapo.pt,""tareia em todos os sítios. </s><s> Eu julguei que era para me roubar, mas depois percebi que não. </s><s> Houve um que me disse """"Isto"",""é para tu aprenderes"",""a não escrever como escreves"""". </s><s> Entretanto, houve um senhor do bairro social que nos viu e começou a gritar com eles. </s><s> Eles"""
"sapo.pt,""Conjunto, que nunca aconteceu desde que o Presidente (nigeriano) Muhammadu Buhari, com a nova equipa, chegou ao"",""poder para nós ajustarmos"",""um pouco as coisas"""", defendeu. </s><s> Patrice Trovoada diz que há """"decisões importantes"""" que têm que ser tomadas a nível da JDA"""
"ubi.pt,""da República, José Manuel Pureza, """"as sociedades são lugares de múltiplas violências e as ciências sociais"",""servem para nós diagnosticarmos"","", com rigor, essas violências e para identificarmos os mecanismos que as criam, aqueles de que elas se alimentam e os que"""
"nintendo.pt,""já tinha praticado muito? (risos) </s><s> Sim. </s><s> Ele vencia-me sempre. </s><s> Depois, quando o nosso irmão mais velho chegava a casa,"",""gritava para nós sairmos"",""do quarto. (risos) </s><s> Mesmo que quisesse vencer o meu irmãozito, não conseguia, então pensei que se fizesse um videojogo,"""
"novagente.pt,""Rodrigues chegou a confessar à revista Maria estar """"constrangida"""" com esta situação. </s><s> """"Quando há uma pessoa que tem de"",""sair para nós entrarmos"","", mesmo que seja para outro projeto, é sempre constrangedor falar. </s><s> Já passei por isso. </s><s> Sei que faz parte, mas é sempre"""
"aeiou.pt,""PSD precisava de arrumar a casa, é bom não esquecer. </s><s> Talvez o povo tenha memória curta. </s><s> E uma margem de 0.2, não é nada . </s><s> Nem"",""dá para nós tomarmos"",""chá. </s><s> São mesmo ganaciosos estes sangue sugas, há excedente orçamental, mas baixar o iva de um bem essencial para o valor"""
"velocidades.pt,""de peças, fica preenchida uma lacuna dos nossos fins-de-semana de corridas. </s><s> Sem o apoio da Citroën, era muito"",""complicado para nós termos"",""um stock significativo de peças, o que era frustrante por não conseguirmos ajudar as Equipas, quando estas"""
"androidgeek.pt,"") de todo o trabalho que existe por trás. </s><s> Por outro lado ficamos com uma noção dos esforços que a Google e a comunidade têm"",""feito para nós trazerem"",""sistemas e aplicações eficientes. </s><s> E por ultimo, fazemos a seguinte questão preferiam ter aplicações e sistema"""
"sapo.pt,""ideia: """"O meu problema não é com o Hélder e falei logo com ele. </s><s> O meu problema é com a direção ainda não ter esclarecido o que"",""mudou para nós irmos"",""àquele congresso. </s><s> Eu ainda me lembro de Paulo Portas criticar Cavaco Silva por simpatias com o MPLA"""". </s><s> Estrutura teme"""
"sapo.pt,""na cerimónia de entrega de prémios: """"Foi a nossa primeira participação nesta prova. </s><s> Podem imaginar o sonho que"",""é para nós vencê-la"","". </s><s> Para mais, o Romain (Payet) vai ser pai dentro de poucos dias e o Thomas (Perrot) jogou aqui o seu último torneio como"""
"sapo.pt,""pelo mito Eusébio no fim desse jogo. </s><s> Quando jogava no Boavista, o Manuel José punha no autocarro a cassete dele a"",""jogar para nós assistirmos"","". </s><s> Era um jogador fabuloso, velocidade, remate com os dois pés, potência... Esse foi um jogo muito especial também por"""
"sapo.pt,""é discutir isto em assembleias separadas e, ponto por ponto, que, antes da assembleia e atempadamente, possam ser"",""clarificados para nós estarmos"",""preparados para poder, em AG, aprovar ou desaprovar, em função das ideias que nos forem transmitidas"""", comentou"""
"correiodominho.pt,"". </s><s> Todos os dias. </s><s> Dia após dia. </s><s> Olharmos à nossa volta e sermos mais ativos, mais dinâmicos e mais coerentes. </s><s> E"",""olharmos para nós sermos"",""mais coerentes connosco. </s><s> E fiéis. </s><s> Será isto possível? </s><s> Em 1899 (não, não me enganei na data) foi criada uma organização"""
"sapo.pt,""São Paulo Futebol Clube. </s><s> O apresentador respondeu à pergunta durante o programa ''5 Para A Meia Noite''. </s><s> """"Muitas pessoas"",""pediram para nós fazermos"",""esta pergunta. </s><s> Quem é que acabou a relação? </s><s> Tu ou a Jessica?"""", questionou Filomena Cautela. </s><s> Recorde-se que foi também"""
"sapo.pt,""<s> A nossa alimentação deve ser variada, sendo ou não vegetariana. </s><s> O desafio dos 30 alimentos de origem vegetal por semana"",""serve para nós refletirmos"",""sobre a variedade da nossa alimentação. </s><s> Devemos contabilizar todo o tipo de alimentos, incluindo especiarias e ervas"""
"sapo.pt,""desenrola naturalmente, e depois observemos a nossa própria natureza e condição humanas e constatemos o quão difícil"",""é para nós aceitar"",""esta lei da vida. </s><s> É este trabalho que está em causa durante este mês, embora, como é óbvio este seja o trabalho de uma vida ("""
"tribunaexpresso.pt,"", pelo menos para o Sporting. </s><s> Doumbia e Boulasie </s><s> """"Bora, Bolasie! </s><s> Pujança nisso. </s><s> Vai com tudo para cima deles! </s><s> Eu vou"",""sair para tu entrares"","", mas é para ganharmos isto!"""" </s><s> 15 minutos e zero remates mais tarde – Bolasie é expulso. </s><s> Wendel </s><s> Grandes momentos de"""
"tribunaexpresso.pt,"", vai estudá-los bem, vai ver jogos deles, vai ler biografias deles, vai importar essa informação toda e vai"",""trazê-la para nós trabalharmos"","""""". </s><s> Só que a Mariana no fim de semana a seguir tinha um jogo importante. </s><s> Obviamente este trabalho de casa não seria"""
"tribunaexpresso.pt,""falar de outra coisa que não futebol? [risos] Quando vamos jantar fora, já nos aconteceu vir à mesa o dono do restaurante"",""pedir para nós falarmos"",""mais baixo, porque as pessoas à volta ficam incomodadas, porque a conversa é de futebol e quando há conversa de futebol,"""
"tribunaexpresso.pt,""jogadores quando nós não jogámos porra nenhuma?"""" Foi mesmo assim a expressão que utilizei. </s><s> E ele disse-me assim: """"Isto"",""é para tu veres"",""como isto funciona: primeiro corres, depois pensas"""". </s><s> É uma coisa fantástica, han? </s><s> E eu queria era pensar o jogo. </s><s> Pronto"""
"iol.pt,""e enquanto ia tentando imitar o gesto com que Zlatan marcou na madrugada deste domingo, lhe deixava uma provocação. </s><s> """"Eu"",""digo para tu jogares"",""futebol e tu vês demasiado Jackie Chan e Bruce Lee e depois rematas de escorpião ou lá o que é, mas foi um bom golo"""", elogiou"""
"acorianooriental.pt,""internos de um país, em assuntos externos contactamos com o Ministério dos Negócios Estrangeiros, que seria a fonte"",""adequada para nós dialogarmos"","""""", afirmou o diplomata. </s><s> Numa resposta escrita enviada à Lusa também hoje, a embaixada dos Estados Unidos explicou que"""
"jornaldenegocios.pt,""a globalização não sofre danos irreparáveis. </s><s> Quanto melhor o fizermos, mais resiliente permaneceremos, e mais fácil"",""será para nós acelerarmos"",""novamente depois da crise. </s><s> HOSPITAL VETERINÁRIOS 24 HORAS para ANIMAIS em : Jardim Pilar, Mauá, SP </s><s> - Animale Hospital"""
"sapo.pt,""mas a muitas outras áreas em que """"estar quieto é a melhor política"""". </s><s> As coisas têm estado muitíssimo bem com esta lei. </s><s> Ela"",""serve para nós funcionarmos"",""em Portugal, para recebermos arbitragem internacional, dá segurança e credibilidade ao sistema. </s><s> Tem funcionado"""
"jornaldenegocios.pt,""por resgates de outros FI. </s><s> Depois o valor apurado das mais-valias efetivas (saldo entre as mais e menos-valias)"",""é para nós colocarmos"",""no Anexo G – Mais Valias, da Declaração do IRS a entregar no próximo ano. </s><s> O conteúdo expresso nos pontos 1 e 2 é que"""
"jornaldenegocios.pt,"", desculpa não te ter respondido, mas o teu post escapou-me </s><s> Obrigado Elias. </s><s> Por achar esta acção dificil de """"domar"""""",""pedi para tu dares"",""uma olhadela, talvez visses mais alem do que eu Já agora a minha visão. </s><s> EDIT: A linha a tracejado largo não é nenhuma LTA, é"""
